name,acronym,AP_location,DV_location,ML_location,avIndex
Intermediate reticular nucleus,IRN,-5.66,6.25,-1.31,979
Intermediate reticular nucleus,IRN,-5.66,6.11,-1.29,979
Facial motor nucleus,VII,-5.66,7.11,-1.08,968
Intermediate reticular nucleus,IRN,-5.66,6.35,-1.06,979
Intermediate reticular nucleus,IRN,-5.66,6.32,-1,979
Intermediate reticular nucleus,IRN,-5.66,6.39,-1,979
Intermediate reticular nucleus,IRN,-5.66,6.4,-0.89,979
Intermediate reticular nucleus,IRN,-5.66,5.56,-0.87,979
Intermediate reticular nucleus,IRN,-5.66,5.56,-0.79,979
Intermediate reticular nucleus,IRN,-5.66,5.7,-0.79,979
Gigantocellular reticular nucleus,GRN,-5.66,6.42,-0.79,976
Gigantocellular reticular nucleus,GRN,-5.66,5.61,-0.58,976
Gigantocellular reticular nucleus,GRN,-5.66,5.89,-0.42,976
Nucleus prepositus,PRP,-5.66,5.04,-0.39,997
Gigantocellular reticular nucleus,GRN,-5.66,6.41,-0.37,976
Gigantocellular reticular nucleus,GRN,-5.66,6.2,-0.33,976
Gigantocellular reticular nucleus,GRN,-5.66,6.34,-0.3,976
Gigantocellular reticular nucleus,GRN,-5.66,6.45,-0.26,976
Gigantocellular reticular nucleus,GRN,-5.66,5.7,-0.21,976
Gigantocellular reticular nucleus,GRN,-5.66,5.67,-0.05,976
Gigantocellular reticular nucleus,GRN,-5.66,5.73,0.04,976
Magnocellular reticular nucleus,MARN,-5.66,6.59,0.21,985
Gigantocellular reticular nucleus,GRN,-5.66,5.6,0.22,976
Gigantocellular reticular nucleus,GRN,-5.66,6.4,0.23,976
Gigantocellular reticular nucleus,GRN,-5.66,6.33,0.26,976
Gigantocellular reticular nucleus,GRN,-5.66,6.37,0.34,976
Gigantocellular reticular nucleus,GRN,-5.66,6.43,0.45,976
Magnocellular reticular nucleus,MARN,-5.66,6.65,0.47,985
Gigantocellular reticular nucleus,GRN,-5.66,5.7,0.55,976
Gigantocellular reticular nucleus,GRN,-5.66,6.59,0.56,976
Gigantocellular reticular nucleus,GRN,-5.66,5.61,0.59,976
Intermediate reticular nucleus,IRN,-5.66,5.65,0.8,979
Intermediate reticular nucleus,IRN,-5.66,5.72,0.92,979
Medial vestibular nucleus,MV,-5.66,4.91,1.01,1004
Facial motor nucleus,VII,-5.66,6.52,1.37,968
Medial vestibular nucleus,MV,-5.66,5.01,1.39,1004
Parvicellular reticular nucleus,PARN,-5.66,6.23,1.49,989
Parvicellular reticular nucleus,PARN,-5.66,6.08,1.77,989
inferior cerebellar peduncle,icp,-5.74,5.02,-2.14,1181
Spinal nucleus of the trigeminal oral part,SPVO,-5.74,6.44,-1.97,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.74,5.54,-1.95,957
Medulla,MY,-5.74,5.38,-1.94,936
Spinal nucleus of the trigeminal oral part,SPVO,-5.74,5.7,-1.91,957
Parvicellular reticular nucleus,PARN,-5.74,6.31,-1.8,989
Facial motor nucleus,VII,-5.74,6.79,-1.75,968
Parvicellular reticular nucleus,PARN,-5.74,5.86,-1.67,989
Parvicellular reticular nucleus,PARN,-5.74,6.29,-1.53,989
Intermediate reticular nucleus,IRN,-5.74,6.38,-1.49,979
Parvicellular reticular nucleus,PARN,-5.74,6.3,-1.48,989
Parvicellular reticular nucleus,PARN,-5.74,5.69,-1.4,989
Parvicellular reticular nucleus,PARN,-5.74,6.14,-1.4,989
Medial vestibular nucleus,MV,-5.74,5.14,-1.35,1004
Intermediate reticular nucleus,IRN,-5.74,6.12,-1.26,979
Parvicellular reticular nucleus,PARN,-5.74,5.93,-1.25,989
Intermediate reticular nucleus,IRN,-5.74,6.15,-1.22,979
Intermediate reticular nucleus,IRN,-5.74,5.86,-1.16,979
Intermediate reticular nucleus,IRN,-5.74,5.84,-0.96,979
Intermediate reticular nucleus,IRN,-5.74,5.93,-0.81,979
Intermediate reticular nucleus,IRN,-5.74,5.99,-0.81,979
Intermediate reticular nucleus,IRN,-5.74,5.58,-0.76,979
Intermediate reticular nucleus,IRN,-5.74,5.49,-0.75,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.74,6.8,-0.64,993
Gigantocellular reticular nucleus,GRN,-5.74,6.67,-0.52,976
Gigantocellular reticular nucleus,GRN,-5.74,6.23,-0.33,976
Gigantocellular reticular nucleus,GRN,-5.74,6.33,-0.33,976
Gigantocellular reticular nucleus,GRN,-5.74,6.32,-0.26,976
Gigantocellular reticular nucleus,GRN,-5.74,5.55,-0.23,976
Gigantocellular reticular nucleus,GRN,-5.74,6.52,-0.21,976
Gigantocellular reticular nucleus,GRN,-5.74,5.68,-0.06,976
Gigantocellular reticular nucleus,GRN,-5.74,6.42,0.19,976
Gigantocellular reticular nucleus,GRN,-5.74,6.49,0.24,976
Magnocellular reticular nucleus,MARN,-5.74,6.7,0.35,985
Gigantocellular reticular nucleus,GRN,-5.74,6.42,0.4,976
Gigantocellular reticular nucleus,GRN,-5.74,5.58,0.49,976
Gigantocellular reticular nucleus,GRN,-5.74,6.67,0.55,976
Gigantocellular reticular nucleus,GRN,-5.74,5.72,0.56,976
Gigantocellular reticular nucleus,GRN,-5.74,6.74,0.57,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.74,6.9,0.78,993
Intermediate reticular nucleus,IRN,-5.74,6.35,0.85,979
Intermediate reticular nucleus,IRN,-5.74,6.16,1.03,979
Parvicellular reticular nucleus,PARN,-5.74,5.93,1.36,989
Parvicellular reticular nucleus,PARN,-5.74,5.94,1.48,989
Parvicellular reticular nucleus,PARN,-5.74,5.89,1.48,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.74,6.46,1.93,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,5.66,-2.01,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,6.33,-1.9,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,6.14,-1.89,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,5.81,-1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,6.33,-1.86,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,6.06,-1.82,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.82,5.56,-1.6,957
Spinal vestibular nucleus,SPIV,-5.82,5.03,-1.49,1005
Parvicellular reticular nucleus,PARN,-5.82,6.19,-1.49,989
Facial motor nucleus,VII,-5.82,6.6,-1.44,968
Facial motor nucleus,VII,-5.82,6.61,-1.35,968
Facial motor nucleus,VII,-5.82,6.58,-1.25,968
Parvicellular reticular nucleus,PARN,-5.82,5.71,-1.2,989
Intermediate reticular nucleus,IRN,-5.82,5.89,-1.13,979
Intermediate reticular nucleus,IRN,-5.82,5.97,-1.1,979
Intermediate reticular nucleus,IRN,-5.82,5.9,-0.96,979
Intermediate reticular nucleus,IRN,-5.82,5.86,-0.88,979
Gigantocellular reticular nucleus,GRN,-5.82,6.57,-0.8,976
Intermediate reticular nucleus,IRN,-5.82,5.82,-0.79,979
Intermediate reticular nucleus,IRN,-5.82,5.89,-0.77,979
Intermediate reticular nucleus,IRN,-5.82,5.54,-0.75,979
Intermediate reticular nucleus,IRN,-5.82,5.97,-0.73,979
Gigantocellular reticular nucleus,GRN,-5.82,6.07,-0.58,976
Gigantocellular reticular nucleus,GRN,-5.82,6.68,-0.56,976
Gigantocellular reticular nucleus,GRN,-5.82,5.74,-0.55,976
Gigantocellular reticular nucleus,GRN,-5.82,6.41,-0.55,976
Gigantocellular reticular nucleus,GRN,-5.82,5.85,-0.5,976
Gigantocellular reticular nucleus,GRN,-5.82,6.02,-0.39,976
Magnocellular reticular nucleus,MARN,-5.82,6.68,-0.34,985
Gigantocellular reticular nucleus,GRN,-5.82,5.82,-0.29,976
Gigantocellular reticular nucleus,GRN,-5.82,6.27,-0.28,976
Gigantocellular reticular nucleus,GRN,-5.82,5.7,-0.25,976
Gigantocellular reticular nucleus,GRN,-5.82,6.31,-0.22,976
Gigantocellular reticular nucleus,GRN,-5.82,5.87,-0.09,976
medial longitudinal fascicle,mlf,-5.82,5.6,-0.05,1121
medial longitudinal fascicle,mlf,-5.82,5.61,-0.02,1121
crossed tectospinal pathway,tspc,-5.82,6.17,0.07,1230
crossed tectospinal pathway,tspc,-5.82,6.34,0.12,1230
Gigantocellular reticular nucleus,GRN,-5.82,6.33,0.24,976
Gigantocellular reticular nucleus,GRN,-5.82,6.41,0.31,976
Gigantocellular reticular nucleus,GRN,-5.82,5.96,0.36,976
Magnocellular reticular nucleus,MARN,-5.82,6.81,0.36,985
Gigantocellular reticular nucleus,GRN,-5.82,5.75,0.41,976
Gigantocellular reticular nucleus,GRN,-5.82,5.6,0.42,976
Gigantocellular reticular nucleus,GRN,-5.82,6.52,0.44,976
Gigantocellular reticular nucleus,GRN,-5.82,6.61,0.45,976
Intermediate reticular nucleus,IRN,-5.82,5.59,0.78,979
Medial vestibular nucleus,MV,-5.82,4.84,0.8,1004
Intermediate reticular nucleus,IRN,-5.82,6.37,0.86,979
Intermediate reticular nucleus,IRN,-5.82,5.91,0.94,979
Intermediate reticular nucleus,IRN,-5.82,6.03,1.14,979
Facial motor nucleus,VII,-5.82,6.61,1.16,968
Parvicellular reticular nucleus,PARN,-5.82,5.83,1.28,989
Parvicellular reticular nucleus,PARN,-5.82,6.02,1.44,989
Parvicellular reticular nucleus,PARN,-5.82,6.18,1.7,989
Superior vestibular nucleus,SUV,-5.82,4.38,1.89,1006
Nucleus y,y,-5.82,4.65,1.91,1009
Spinal nucleus of the trigeminal oral part,SPVO,-5.9,6.11,-1.92,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.9,6.13,-1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.9,6.21,-1.87,957
Lateral vestibular nucleus,LAV,-5.9,4.69,-1.85,1003
Spinal vestibular nucleus,SPIV,-5.9,4.92,-1.78,1005
Parvicellular reticular nucleus,PARN,-5.9,6.35,-1.73,989
Parvicellular reticular nucleus,PARN,-5.9,6.06,-1.71,989
Parvicellular reticular nucleus,PARN,-5.9,6.31,-1.67,989
Facial motor nucleus,VII,-5.9,6.82,-1.64,968
Spinal vestibular nucleus,SPIV,-5.9,5.27,-1.58,1005
Facial motor nucleus,VII,-5.9,6.77,-1.45,968
Parvicellular reticular nucleus,PARN,-5.9,6.11,-1.37,989
Parvicellular reticular nucleus,PARN,-5.9,5.56,-1.27,989
Intermediate reticular nucleus,IRN,-5.9,6.5,-1.14,979
Parvicellular reticular nucleus,PARN,-5.9,5.7,-1.12,989
Medial vestibular nucleus,MV,-5.9,5.16,-1.05,1004
Intermediate reticular nucleus,IRN,-5.9,5.95,-1.01,979
Medial vestibular nucleus,MV,-5.9,5.15,-0.88,1004
Intermediate reticular nucleus,IRN,-5.9,5.81,-0.88,979
Intermediate reticular nucleus,IRN,-5.9,5.98,-0.88,979
Intermediate reticular nucleus,IRN,-5.9,5.65,-0.82,979
Intermediate reticular nucleus,IRN,-5.9,5.77,-0.81,979
Intermediate reticular nucleus,IRN,-5.9,5.96,-0.79,979
Intermediate reticular nucleus,IRN,-5.9,6.26,-0.79,979
Gigantocellular reticular nucleus,GRN,-5.9,5.62,-0.55,976
Gigantocellular reticular nucleus,GRN,-5.9,5.96,-0.49,976
Gigantocellular reticular nucleus,GRN,-5.9,5.81,-0.42,976
Gigantocellular reticular nucleus,GRN,-5.9,5.6,-0.38,976
Nucleus prepositus,PRP,-5.9,5.01,-0.34,997
Gigantocellular reticular nucleus,GRN,-5.9,5.62,-0.29,976
Gigantocellular reticular nucleus,GRN,-5.9,6.53,-0.24,976
crossed tectospinal pathway,tspc,-5.9,6.31,-0.13,1230
crossed tectospinal pathway,tspc,-5.9,6.33,-0.07,1230
crossed tectospinal pathway,tspc,-5.9,6.05,-0.02,1230
crossed tectospinal pathway,tspc,-5.9,6.39,0.08,1230
Gigantocellular reticular nucleus,GRN,-5.9,6.47,0.18,976
Gigantocellular reticular nucleus,GRN,-5.9,5.91,0.2,976
Gigantocellular reticular nucleus,GRN,-5.9,5.75,0.21,976
Magnocellular reticular nucleus,MARN,-5.9,6.6,0.23,985
Gigantocellular reticular nucleus,GRN,-5.9,6.46,0.37,976
Magnocellular reticular nucleus,MARN,-5.9,6.76,0.44,985
Magnocellular reticular nucleus,MARN,-5.9,6.83,0.49,985
Gigantocellular reticular nucleus,GRN,-5.9,6.08,0.52,976
Gigantocellular reticular nucleus,GRN,-5.9,5.69,0.59,976
Gigantocellular reticular nucleus,GRN,-5.9,5.76,0.62,976
Intermediate reticular nucleus,IRN,-5.9,5.7,0.75,979
Intermediate reticular nucleus,IRN,-5.9,5.73,0.78,979
Intermediate reticular nucleus,IRN,-5.9,5.85,0.87,979
Intermediate reticular nucleus,IRN,-5.9,5.57,0.89,979
Intermediate reticular nucleus,IRN,-5.9,5.77,0.89,979
Intermediate reticular nucleus,IRN,-5.9,6.39,0.95,979
Intermediate reticular nucleus,IRN,-5.9,6.48,0.94,979
Intermediate reticular nucleus,IRN,-5.9,6.39,1.02,979
Intermediate reticular nucleus,IRN,-5.9,5.67,1.02,979
Intermediate reticular nucleus,IRN,-5.9,5.79,1.09,979
Intermediate reticular nucleus,IRN,-5.9,5.95,1.1,979
Intermediate reticular nucleus,IRN,-5.9,6.28,1.27,979
Spinal nucleus of the trigeminal oral part,SPVO,-5.9,6.33,1.86,957
Nucleus y,y,-5.9,4.58,1.96,1009
Dentate nucleus,DN,-5.9,4.12,2.29,1100
Dentate nucleus,DN,-5.98,4.03,-2.35,1100
Interposed nucleus,IP,-5.98,4.04,-2.19,1099
Interposed nucleus,IP,-5.98,3.98,-2.16,1099
Interposed nucleus,IP,-5.98,4.04,-2.14,1099
Interposed nucleus,IP,-5.98,3.86,-2.1,1099
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,5.96,-2.08,957
Interposed nucleus,IP,-5.98,4.05,-2.03,1099
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,5.91,-1.9,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,6.26,-1.88,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,6.05,-1.88,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,6.02,-1.8,957
Parvicellular reticular nucleus,PARN,-5.98,6.24,-1.74,989
Parvicellular reticular nucleus,PARN,-5.98,6.03,-1.73,989
Parvicellular reticular nucleus,PARN,-5.98,6.16,-1.72,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,5.83,-1.63,957
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.98,6.67,-1.58,993
Parvicellular reticular nucleus,PARN,-5.98,6.1,-1.55,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.98,6.92,-1.52,993
Spinal nucleus of the trigeminal oral part,SPVO,-5.98,5.69,-1.5,957
Nucleus ambiguus dorsal division,AMBd,-5.98,6.54,-1.42,972
Spinal vestibular nucleus,SPIV,-5.98,5.16,-1.28,1005
Parvicellular reticular nucleus,PARN,-5.98,5.64,-1.24,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.98,6.85,-1.23,993
Medial vestibular nucleus,MV,-5.98,4.71,-1.05,1004
Intermediate reticular nucleus,IRN,-5.98,5.81,-1,979
Intermediate reticular nucleus,IRN,-5.98,6.06,-0.99,979
Intermediate reticular nucleus,IRN,-5.98,5.82,-0.92,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.98,6.82,-0.79,993
Medial vestibular nucleus,MV,-5.98,4.97,-0.78,1004
Gigantocellular reticular nucleus,GRN,-5.98,6.68,-0.67,976
Gigantocellular reticular nucleus,GRN,-5.98,5.84,-0.62,976
Gigantocellular reticular nucleus,GRN,-5.98,5.9,-0.63,976
Gigantocellular reticular nucleus,GRN,-5.98,5.75,-0.56,976
Gigantocellular reticular nucleus,GRN,-5.98,6.54,-0.54,976
Gigantocellular reticular nucleus,GRN,-5.98,6.28,-0.48,976
Gigantocellular reticular nucleus,GRN,-5.98,5.84,-0.39,976
Gigantocellular reticular nucleus,GRN,-5.98,6.59,-0.39,976
Gigantocellular reticular nucleus,GRN,-5.98,5.88,-0.38,976
Gigantocellular reticular nucleus,GRN,-5.98,6.4,-0.37,976
Gigantocellular reticular nucleus,GRN,-5.98,6.05,-0.32,976
Magnocellular reticular nucleus,MARN,-5.98,6.61,-0.25,985
Gigantocellular reticular nucleus,GRN,-5.98,6.49,-0.22,976
Gigantocellular reticular nucleus,GRN,-5.98,6.02,-0.2,976
Gigantocellular reticular nucleus,GRN,-5.98,5.96,-0.2,976
Gigantocellular reticular nucleus,GRN,-5.98,6.36,-0.15,976
Gigantocellular reticular nucleus,GRN,-5.98,5.97,-0.09,976
Gigantocellular reticular nucleus,GRN,-5.98,6.04,-0.03,976
Gigantocellular reticular nucleus,GRN,-5.98,5.91,0.03,976
crossed tectospinal pathway,tspc,-5.98,6.41,0.08,1230
crossed tectospinal pathway,tspc,-5.98,6.41,0.13,1230
Gigantocellular reticular nucleus,GRN,-5.98,6.53,0.16,976
Gigantocellular reticular nucleus,GRN,-5.98,6.47,0.22,976
Magnocellular reticular nucleus,MARN,-5.98,6.59,0.22,985
Gigantocellular reticular nucleus,GRN,-5.98,6.43,0.28,976
Gigantocellular reticular nucleus,GRN,-5.98,6.53,0.28,976
Gigantocellular reticular nucleus,GRN,-5.98,6.06,0.31,976
Gigantocellular reticular nucleus,GRN,-5.98,6.39,0.32,976
Magnocellular reticular nucleus,MARN,-5.98,6.58,0.34,985
Magnocellular reticular nucleus,MARN,-5.98,6.66,0.35,985
Gigantocellular reticular nucleus,GRN,-5.98,6.03,0.35,976
Gigantocellular reticular nucleus,GRN,-5.98,6.39,0.37,976
Gigantocellular reticular nucleus,GRN,-5.98,6.22,0.51,976
Gigantocellular reticular nucleus,GRN,-5.98,6.03,0.59,976
Gigantocellular reticular nucleus,GRN,-5.98,5.97,0.62,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.98,6.85,0.67,993
Gigantocellular reticular nucleus,GRN,-5.98,6.11,0.69,976
Intermediate reticular nucleus,IRN,-5.98,5.68,0.76,979
Intermediate reticular nucleus,IRN,-5.98,6.3,0.77,979
Intermediate reticular nucleus,IRN,-5.98,6,0.79,979
Intermediate reticular nucleus,IRN,-5.98,6.04,0.8,979
Intermediate reticular nucleus,IRN,-5.98,6.24,0.79,979
Intermediate reticular nucleus,IRN,-5.98,5.41,0.84,979
Intermediate reticular nucleus,IRN,-5.98,6.34,0.83,979
Intermediate reticular nucleus,IRN,-5.98,6.08,0.84,979
Intermediate reticular nucleus,IRN,-5.98,6.2,0.84,979
Intermediate reticular nucleus,IRN,-5.98,5.9,0.86,979
Intermediate reticular nucleus,IRN,-5.98,6.24,0.9,979
Intermediate reticular nucleus,IRN,-5.98,6.42,0.93,979
Intermediate reticular nucleus,IRN,-5.98,6.19,0.95,979
Intermediate reticular nucleus,IRN,-5.98,5.57,1.01,979
Medial vestibular nucleus,MV,-5.98,5.04,1.03,1004
Parvicellular reticular nucleus,PARN,-5.98,5.69,1.22,989
Parvicellular reticular nucleus,PARN,-5.98,6.01,1.26,989
Intermediate reticular nucleus,IRN,-5.98,6.25,1.32,979
Parvicellular reticular nucleus,PARN,-5.98,5.87,1.33,989
Parvicellular reticular nucleus,PARN,-5.98,6.03,1.54,989
Parvicellular reticular nucleus,PARN,-5.98,6.38,1.6,989
Parvicellular reticular nucleus,PARN,-5.98,6.12,1.7,989
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.26,-2.19,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.05,-2.13,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.28,-2.07,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.2,-2.04,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.4,-2.03,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.19,-2.01,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.19,-1.94,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.09,-1.91,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.32,-1.88,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.13,-1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.27,-1.85,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.35,-1.85,957
rubrospinal tract,rust,-6.06,6.92,-1.72,1231
Parvicellular reticular nucleus,PARN,-6.06,6.61,-1.68,989
Parvicellular reticular nucleus,PARN,-6.06,6.44,-1.68,989
rubrospinal tract,rust,-6.06,6.94,-1.68,1231
Spinal vestibular nucleus,SPIV,-6.06,4.87,-1.58,1005
Parvicellular reticular nucleus,PARN,-6.06,5.88,-1.54,989
Parvicellular reticular nucleus,PARN,-6.06,5.76,-1.39,989
Parvicellular reticular nucleus,PARN,-6.06,5.84,-1.41,989
Parvicellular reticular nucleus,PARN,-6.06,5.81,-1.37,989
Parvicellular reticular nucleus,PARN,-6.06,5.7,-1.34,989
Nucleus of the solitary tract,NTS,-6.06,5.37,-1.33,949
Intermediate reticular nucleus,IRN,-6.06,6.23,-0.98,979
Intermediate reticular nucleus,IRN,-6.06,5.44,-0.95,979
Intermediate reticular nucleus,IRN,-6.06,5.82,-0.93,979
Intermediate reticular nucleus,IRN,-6.06,6.12,-0.9,979
Intermediate reticular nucleus,IRN,-6.06,5.93,-0.86,979
Intermediate reticular nucleus,IRN,-6.06,5.81,-0.78,979
Intermediate reticular nucleus,IRN,-6.06,5.96,-0.77,979
Intermediate reticular nucleus,IRN,-6.06,5.77,-0.75,979
Gigantocellular reticular nucleus,GRN,-6.06,6.57,-0.7,976
Gigantocellular reticular nucleus,GRN,-6.06,6.2,-0.69,976
Gigantocellular reticular nucleus,GRN,-6.06,6.03,-0.65,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.06,6.78,-0.67,993
Gigantocellular reticular nucleus,GRN,-6.06,6.87,-0.67,976
Intermediate reticular nucleus,IRN,-6.06,5.78,-0.66,979
Gigantocellular reticular nucleus,GRN,-6.06,6.21,-0.65,976
Gigantocellular reticular nucleus,GRN,-6.06,5.93,-0.63,976
Gigantocellular reticular nucleus,GRN,-6.06,5.97,-0.62,976
Gigantocellular reticular nucleus,GRN,-6.06,6.64,-0.59,976
Gigantocellular reticular nucleus,GRN,-6.06,6.32,-0.39,976
Gigantocellular reticular nucleus,GRN,-6.06,5.85,-0.19,976
Gigantocellular reticular nucleus,GRN,-6.06,6.39,-0.17,976
Magnocellular reticular nucleus,MARN,-6.06,6.67,-0.15,985
Gigantocellular reticular nucleus,GRN,-6.06,5.61,-0.09,976
Magnocellular reticular nucleus,MARN,-6.06,6.7,-0.09,985
Gigantocellular reticular nucleus,GRN,-6.06,5.86,-0.06,976
Gigantocellular reticular nucleus,GRN,-6.06,5.98,-0.04,976
crossed tectospinal pathway,tspc,-6.06,6.19,-0.04,1230
Nucleus raphe obscurus,RO,-6.06,6.4,0.01,1014
Gigantocellular reticular nucleus,GRN,-6.06,5.84,0.02,976
Nucleus raphe obscurus,RO,-6.06,6.48,0.02,1014
medial longitudinal fascicle,mlf,-6.06,5.74,0.04,1121
Gigantocellular reticular nucleus,GRN,-6.06,6.06,0.15,976
crossed tectospinal pathway,tspc,-6.06,6.45,0.16,1230
Magnocellular reticular nucleus,MARN,-6.06,6.57,0.2,985
Magnocellular reticular nucleus,MARN,-6.06,6.6,0.25,985
Magnocellular reticular nucleus,MARN,-6.06,6.65,0.31,985
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.06,5.22,0.35,992
Gigantocellular reticular nucleus,GRN,-6.06,6.06,0.36,976
Magnocellular reticular nucleus,MARN,-6.06,6.61,0.39,985
Magnocellular reticular nucleus,MARN,-6.06,6.83,0.43,985
Gigantocellular reticular nucleus,GRN,-6.06,6.58,0.53,976
Magnocellular reticular nucleus,MARN,-6.06,6.99,0.57,985
Gigantocellular reticular nucleus,GRN,-6.06,6.67,0.61,976
Magnocellular reticular nucleus,MARN,-6.06,6.84,0.61,985
Gigantocellular reticular nucleus,GRN,-6.06,5.97,0.62,976
Intermediate reticular nucleus,IRN,-6.06,5.84,0.69,979
Medial vestibular nucleus,MV,-6.06,5.09,0.72,1004
Medulla,MY,-6.06,6.93,0.71,936
Intermediate reticular nucleus,IRN,-6.06,5.97,0.72,979
Intermediate reticular nucleus,IRN,-6.06,6.01,0.79,979
Intermediate reticular nucleus,IRN,-6.06,5.69,0.8,979
Intermediate reticular nucleus,IRN,-6.06,6.21,0.83,979
Intermediate reticular nucleus,IRN,-6.06,6.29,0.83,979
Medial vestibular nucleus,MV,-6.06,5.03,0.9,1004
Medial vestibular nucleus,MV,-6.06,4.84,0.93,1004
Intermediate reticular nucleus,IRN,-6.06,6.22,0.96,979
Intermediate reticular nucleus,IRN,-6.06,5.68,0.96,979
Nucleus of the solitary tract,NTS,-6.06,5.33,0.98,949
Medial vestibular nucleus,MV,-6.06,4.78,1.02,1004
Parvicellular reticular nucleus,PARN,-6.06,5.61,1.16,989
Parvicellular reticular nucleus,PARN,-6.06,5.84,1.17,989
Parvicellular reticular nucleus,PARN,-6.06,5.69,1.18,989
Parvicellular reticular nucleus,PARN,-6.06,6.13,1.31,989
Parvicellular reticular nucleus,PARN,-6.06,6.35,1.41,989
Parvicellular reticular nucleus,PARN,-6.06,6.38,1.44,989
Parvicellular reticular nucleus,PARN,-6.06,6.41,1.48,989
Parvicellular reticular nucleus,PARN,-6.06,6.34,1.51,989
Parvicellular reticular nucleus,PARN,-6.06,6.24,1.54,989
Parvicellular reticular nucleus,PARN,-6.06,6.23,1.72,989
Parvicellular reticular nucleus,PARN,-6.06,6.15,1.76,989
Parvicellular reticular nucleus,PARN,-6.06,6.04,1.78,989
Spinal nucleus of the trigeminal oral part,SPVO,-6.06,6.23,1.88,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,6.52,-2.06,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,6.08,-2.03,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,6.26,-1.98,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,5.68,-1.95,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,6.1,-1.9,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,6.54,-1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.14,6.16,-1.83,957
Parvicellular reticular nucleus,PARN,-6.14,6.48,-1.82,989
Medulla,MY,-6.14,6.98,-1.76,936
Medulla,MY,-6.14,7.04,-1.62,936
Parvicellular reticular nucleus,PARN,-6.14,6.42,-1.59,989
Parvicellular reticular nucleus,PARN,-6.14,5.93,-1.49,989
Parvicellular reticular nucleus,PARN,-6.14,6.06,-1.48,989
Parvicellular reticular nucleus,PARN,-6.14,5.94,-1.36,989
Parvicellular reticular nucleus,PARN,-6.14,5.71,-1.26,989
Spinal vestibular nucleus,SPIV,-6.14,5.18,-1.2,1005
Nucleus of the solitary tract,NTS,-6.14,5.26,-1.05,949
Intermediate reticular nucleus,IRN,-6.14,6.08,-1.01,979
Intermediate reticular nucleus,IRN,-6.14,5.55,-0.94,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.14,6.96,-0.78,993
Intermediate reticular nucleus,IRN,-6.14,5.96,-0.78,979
Gigantocellular reticular nucleus,GRN,-6.14,6.39,-0.68,976
Gigantocellular reticular nucleus,GRN,-6.14,5.98,-0.63,976
Medial vestibular nucleus,MV,-6.14,5.21,-0.6,1004
Gigantocellular reticular nucleus,GRN,-6.14,6.44,-0.6,976
Gigantocellular reticular nucleus,GRN,-6.14,5.85,-0.57,976
Gigantocellular reticular nucleus,GRN,-6.14,6.01,-0.55,976
