name,acronym,AP_location,DV_location,ML_location,avIndex
Medulla,MY,-6.44,7.08,-0.89,936
Intermediate reticular nucleus,IRN,-6.44,5.87,-0.88,979
Intermediate reticular nucleus,IRN,-6.44,5.79,-0.86,979
Intermediate reticular nucleus,IRN,-6.44,5.55,-0.84,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.82,-0.79,993
Intermediate reticular nucleus,IRN,-6.44,5.81,-0.78,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.74,-0.77,993
Intermediate reticular nucleus,IRN,-6.44,5.44,-0.75,979
Gigantocellular reticular nucleus,GRN,-6.44,6.89,-0.74,976
Gigantocellular reticular nucleus,GRN,-6.44,6.43,-0.7,976
Gigantocellular reticular nucleus,GRN,-6.44,6.84,-0.69,976
Inferior olivary complex,IO,-6.44,7.09,-0.66,978
Intermediate reticular nucleus,IRN,-6.44,5.9,-0.61,979
Gigantocellular reticular nucleus,GRN,-6.44,6.51,-0.6,976
Inferior olivary complex,IO,-6.44,7.1,-0.54,978
Gigantocellular reticular nucleus,GRN,-6.44,6.6,-0.51,976
Gigantocellular reticular nucleus,GRN,-6.44,6.51,-0.41,976
Magnocellular reticular nucleus,MARN,-6.44,6.75,-0.41,985
Magnocellular reticular nucleus,MARN,-6.44,6.66,-0.29,985
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.44,5.54,-0.26,992
Gigantocellular reticular nucleus,GRN,-6.44,6.31,-0.22,976
Gigantocellular reticular nucleus,GRN,-6.44,6.43,-0.22,976
Gigantocellular reticular nucleus,GRN,-6.44,6.1,-0.12,976
Gigantocellular reticular nucleus,GRN,-6.44,5.72,-0.08,976
crossed tectospinal pathway,tspc,-6.44,6.52,0.08,1230
Gigantocellular reticular nucleus,GRN,-6.44,6.49,0.3,976
Medial vestibular nucleus,MV,-6.44,5.1,0.51,1004
Gigantocellular reticular nucleus,GRN,-6.44,6.34,0.71,976
Inferior olivary complex,IO,-6.44,7.21,0.77,978
Intermediate reticular nucleus,IRN,-6.44,6.29,0.8,979
Nucleus of the solitary tract,NTS,-6.44,5.37,0.86,949
Medulla,MY,-6.44,7.12,0.86,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,7,0.97,993
Intermediate reticular nucleus,IRN,-6.44,5.89,1.08,979
Spinal vestibular nucleus,SPIV,-6.44,4.84,1.13,1005
Intermediate reticular nucleus,IRN,-6.44,6.54,1.23,979
Parvicellular reticular nucleus,PARN,-6.44,5.56,1.28,989
Intermediate reticular nucleus,IRN,-6.44,6.58,1.31,979
Intermediate reticular nucleus,IRN,-6.44,6.46,1.33,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.75,1.37,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.85,1.48,993
Spinal vestibular nucleus,SPIV,-6.44,5,1.49,1005
Parvicellular reticular nucleus,PARN,-6.44,6.31,1.69,989
Fastigial nucleus,FN,-6.44,3.39,-1.09,1098
Fastigial nucleus,FN,-6.44,3.42,1.25,1098
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,5.84,-2.23,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.3,-2.18,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.06,-2.14,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.26,-2.09,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.32,-2.08,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.14,-2.05,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,5.7,-2.03,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.62,-2.02,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,5.97,-1.98,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.44,-1.83,956
Parvicellular reticular nucleus,PARN,-6.52,6.57,-1.82,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.31,-1.8,956
Parvicellular reticular nucleus,PARN,-6.52,6.58,-1.76,989
Parvicellular reticular nucleus,PARN,-6.52,6.1,-1.73,989
Parvicellular reticular nucleus,PARN,-6.52,6.15,-1.72,989
Parvicellular reticular nucleus,PARN,-6.52,6.32,-1.66,989
Parvicellular reticular nucleus,PARN,-6.52,6.09,-1.65,989
Parvicellular reticular nucleus,PARN,-6.52,6.45,-1.58,989
Parvicellular reticular nucleus,PARN,-6.52,6.68,-1.58,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.76,-1.56,993
rubrospinal tract,rust,-6.52,7,-1.53,1231
rubrospinal tract,rust,-6.52,7.04,-1.49,1231
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.79,-1.48,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.78,-1.45,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.85,-1.37,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.98,-1.36,993
Nucleus ambiguus ventral division,AMBv,-6.52,6.71,-1.31,973
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.79,-1.28,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.86,-1.26,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.93,-1.23,993
Intermediate reticular nucleus,IRN,-6.52,6.21,-1.22,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.79,-1.21,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.86,-1.2,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,7.16,-1.22,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.62,-1.2,993
Nucleus of the solitary tract,NTS,-6.52,5.21,-1.19,949
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,7.13,-1.18,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.8,-1.16,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.85,-1.15,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.89,-1.15,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.94,-1.15,993
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.66,-1.12,983
Intermediate reticular nucleus,IRN,-6.52,6.62,-1.11,979
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.77,-1.1,983
Medulla,MY,-6.52,7.23,-1.09,936
Intermediate reticular nucleus,IRN,-6.52,6.01,-1.08,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,7.02,-1.08,993
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.73,-1.07,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.95,-1.06,993
Intermediate reticular nucleus,IRN,-6.52,6.36,-1.05,979
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.68,-1.05,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.83,-1.05,993
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.74,-1.03,983
Parvicellular reticular nucleus,PARN,-6.52,5.53,-0.99,989
Intermediate reticular nucleus,IRN,-6.52,5.88,-0.99,979
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.67,-0.96,983
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.73,-0.95,983
Parvicellular reticular nucleus,PARN,-6.52,5.48,-0.93,989
Intermediate reticular nucleus,IRN,-6.52,6.44,-0.93,979
Medulla,MY,-6.52,7.13,-0.94,936
Nucleus of the solitary tract,NTS,-6.52,5.39,-0.92,949
Medulla,MY,-6.52,7.07,-0.92,936
Nucleus of the solitary tract,NTS,-6.52,5.33,-0.9,949
Intermediate reticular nucleus,IRN,-6.52,5.97,-0.86,979
Inferior olivary complex,IO,-6.52,7.24,-0.86,978
Gigantocellular reticular nucleus,GRN,-6.52,6.69,-0.85,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.83,-0.83,993
Medulla,MY,-6.52,7.11,-0.84,936
Gigantocellular reticular nucleus,GRN,-6.52,6.49,-0.82,976
Medulla,MY,-6.52,6.97,-0.81,936
Nucleus of the solitary tract,NTS,-6.52,5.2,-0.77,949
Inferior olivary complex,IO,-6.52,7.32,-0.76,978
Gigantocellular reticular nucleus,GRN,-6.52,6.53,-0.75,976
Inferior olivary complex,IO,-6.52,7.15,-0.72,978
Gigantocellular reticular nucleus,GRN,-6.52,6.35,-0.7,976
Intermediate reticular nucleus,IRN,-6.52,6.12,-0.66,979
Inferior olivary complex,IO,-6.52,7.14,-0.66,978
Gigantocellular reticular nucleus,GRN,-6.52,6.37,-0.64,976
Gigantocellular reticular nucleus,GRN,-6.52,6.64,-0.64,976
Magnocellular reticular nucleus,MARN,-6.52,6.74,-0.59,985
Gigantocellular reticular nucleus,GRN,-6.52,6.33,-0.57,976
Gigantocellular reticular nucleus,GRN,-6.52,6.6,-0.56,976
Gigantocellular reticular nucleus,GRN,-6.52,6.24,-0.48,976
Gigantocellular reticular nucleus,GRN,-6.52,5.95,-0.39,976
Magnocellular reticular nucleus,MARN,-6.52,6.56,-0.32,985
Magnocellular reticular nucleus,MARN,-6.52,6.65,-0.3,985
Magnocellular reticular nucleus,MARN,-6.52,6.71,-0.29,985
Gigantocellular reticular nucleus,GRN,-6.52,6.76,-0.28,976
Gigantocellular reticular nucleus,GRN,-6.52,6.5,-0.15,976
Gigantocellular reticular nucleus,GRN,-6.52,6.41,-0.11,976
Gigantocellular reticular nucleus,GRN,-6.52,6.29,-0.06,976
Inferior olivary complex,IO,-6.52,6.84,0.03,978
Gigantocellular reticular nucleus,GRN,-6.52,6.34,0.2,976
Gigantocellular reticular nucleus,GRN,-6.52,5.65,0.37,976
Gigantocellular reticular nucleus,GRN,-6.52,6.74,0.7,976
Gigantocellular reticular nucleus,GRN,-6.52,6.35,0.72,976
Medial vestibular nucleus,MV,-6.52,4.94,0.79,1004
Medulla,MY,-6.52,7.07,0.81,936
Medulla,MY,-6.52,6.91,0.84,936
Intermediate reticular nucleus,IRN,-6.52,6.51,1.12,979
Intermediate reticular nucleus,IRN,-6.52,6.59,1.13,979
Lateral reticular nucleus magnocellular part,LRNm,-6.52,6.66,1.13,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,7.07,1.15,993
Intermediate reticular nucleus,IRN,-6.52,6.5,1.28,979
Spinal vestibular nucleus,SPIV,-6.52,4.86,1.34,1005
Linear nucleus of the medulla,LIN,-6.52,6.45,1.5,981
Nucleus x,x,-6.52,5.04,1.56,1007
Medulla,MY,-6.52,4.83,1.64,936
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,6.55,2.15,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.38,-2.32,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.94,-2.26,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.08,-2.25,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.36,-2.22,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.08,-2.19,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.5,-2.17,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.65,-2.16,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.51,-2.13,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.32,-2.08,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.21,-2.02,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.58,-1.87,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.48,-1.85,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.36,-1.83,956
Parvicellular reticular nucleus,PARN,-6.6,6.64,-1.83,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.09,-1.78,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.04,-1.75,956
Lateral reticular nucleus parvicellular part,LRNp,-6.6,6.95,-1.72,984
Parvicellular reticular nucleus,PARN,-6.6,6.18,-1.71,989
Parvicellular reticular nucleus,PARN,-6.6,6.81,-1.71,989
Parvicellular reticular nucleus,PARN,-6.6,6.41,-1.6,989
Linear nucleus of the medulla,LIN,-6.6,6.61,-1.6,981
Parvicellular reticular nucleus,PARN,-6.6,6.36,-1.58,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.76,-1.54,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.82,-1.48,993
Linear nucleus of the medulla,LIN,-6.6,6.48,-1.46,981
Medulla,MY,-6.6,5.27,-1.41,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.86,-1.37,993
Intermediate reticular nucleus,IRN,-6.6,6.55,-1.33,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.93,-1.29,993
Intermediate reticular nucleus,IRN,-6.6,6.31,-1.28,979
Intermediate reticular nucleus,IRN,-6.6,6.44,-1.27,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.84,-1.26,993
Parvicellular reticular nucleus,PARN,-6.6,5.6,-1.25,989
Intermediate reticular nucleus,IRN,-6.6,6.4,-1.24,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.13,-1.24,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.85,-1.21,993
Intermediate reticular nucleus,IRN,-6.6,6.51,-1.2,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.84,-1.15,993
Intermediate reticular nucleus,IRN,-6.6,6.08,-1.14,979
Intermediate reticular nucleus,IRN,-6.6,6.55,-1.14,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.66,-1.14,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.95,-1.14,993
Nucleus of the solitary tract,NTS,-6.6,5.45,-1.12,949
Intermediate reticular nucleus,IRN,-6.6,6.44,-1.12,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.62,-1.09,983
Intermediate reticular nucleus,IRN,-6.6,5.93,-1.08,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.7,-1.07,983
Intermediate reticular nucleus,IRN,-6.6,5.88,-1.03,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.85,-1.01,983
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.77,-1.02,983
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.63,-1.01,983
Medulla,MY,-6.6,7.16,-0.98,936
Intermediate reticular nucleus,IRN,-6.6,6.49,-0.97,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.05,-0.97,993
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.63,-0.94,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.98,-0.95,993
Intermediate reticular nucleus,IRN,-6.6,5.9,-0.94,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.78,-0.93,983
Nucleus of the solitary tract,NTS,-6.6,5.32,-0.91,949
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.68,-0.92,983
Nucleus of the solitary tract,NTS,-6.6,5.2,-0.91,949
Intermediate reticular nucleus,IRN,-6.6,6.53,-0.89,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.66,-0.87,983
Intermediate reticular nucleus,IRN,-6.6,5.85,-0.84,979
Intermediate reticular nucleus,IRN,-6.6,6.07,-0.83,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.89,-0.83,983
Nucleus of the solitary tract,NTS,-6.6,5.37,-0.79,949
Intermediate reticular nucleus,IRN,-6.6,5.78,-0.79,979
Intermediate reticular nucleus,IRN,-6.6,6.44,-0.79,979
Gigantocellular reticular nucleus,GRN,-6.6,6.55,-0.78,976
Inferior olivary complex,IO,-6.6,7.31,-0.77,978
Gigantocellular reticular nucleus,GRN,-6.6,6.6,-0.74,976
Gigantocellular reticular nucleus,GRN,-6.6,6.5,-0.7,976
Gigantocellular reticular nucleus,GRN,-6.6,6.28,-0.68,976
Gigantocellular reticular nucleus,GRN,-6.6,6.69,-0.6,976
Magnocellular reticular nucleus,MARN,-6.6,6.66,-0.55,985
Gigantocellular reticular nucleus,GRN,-6.6,6.22,-0.52,976
Inferior olivary complex,IO,-6.6,7.03,-0.49,978
Gigantocellular reticular nucleus,GRN,-6.6,6.18,-0.43,976
Medulla,MY,-6.6,5.38,-0.38,936
Medulla,MY,-6.6,5.56,-0.39,936
Magnocellular reticular nucleus,MARN,-6.6,6.62,-0.32,985
Gigantocellular reticular nucleus,GRN,-6.6,6.19,-0.3,976
Gigantocellular reticular nucleus,GRN,-6.6,6.63,-0.28,976
Gigantocellular reticular nucleus,GRN,-6.6,5.78,-0.24,976
Gigantocellular reticular nucleus,GRN,-6.6,6.71,-0.25,976
Gigantocellular reticular nucleus,GRN,-6.6,6.6,-0.24,976
Gigantocellular reticular nucleus,GRN,-6.6,6.48,-0.17,976
Inferior olivary complex,IO,-6.6,6.78,-0.02,978
Nucleus raphe obscurus,RO,-6.6,6.43,0,1014
crossed tectospinal pathway,tspc,-6.6,6.51,0.08,1230
Gigantocellular reticular nucleus,GRN,-6.6,6.23,0.11,976
Gigantocellular reticular nucleus,GRN,-6.6,5.84,0.23,976
Gigantocellular reticular nucleus,GRN,-6.6,5.71,0.32,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.6,5.54,0.34,992
Gigantocellular reticular nucleus,GRN,-6.6,6.35,0.45,976
Intermediate reticular nucleus,IRN,-6.6,5.71,0.5,979
Medulla,MY,-6.6,5.4,0.53,936
Intermediate reticular nucleus,IRN,-6.6,5.44,0.66,979
Medulla,MY,-6.6,7.13,0.8,936
Medulla,MY,-6.6,7.18,0.8,936
Medulla,MY,-6.6,7.03,0.81,936
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.71,0.91,983
Intermediate reticular nucleus,IRN,-6.6,6.41,0.96,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.59,0.98,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.04,0.98,993
Spinal vestibular nucleus,SPIV,-6.6,4.92,1.08,1005
Intermediate reticular nucleus,IRN,-6.6,6.43,1.1,979
Intermediate reticular nucleus,IRN,-6.6,6.53,1.11,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.84,1.23,993
Nucleus ambiguus ventral division,AMBv,-6.6,6.72,1.38,973
Spinal vestibular nucleus,SPIV,-6.6,4.82,1.43,1005
Medulla,MY,-6.6,4.95,1.58,936
External cuneate nucleus,ECU,-6.6,4.88,1.69,947
Parvicellular reticular nucleus,PARN,-6.6,6.68,1.76,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.02,2.03,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,6.58,2.12,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.38,-2.28,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.09,-2.25,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.25,-2.23,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.12,-2.09,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.52,-2.08,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.35,-2.07,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.23,-2.01,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.31,-1.9,956
Parvicellular reticular nucleus,PARN,-6.68,6.63,-1.84,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,6.49,-1.84,956
Parvicellular reticular nucleus,PARN,-6.68,6.56,-1.8,989
Parvicellular reticular nucleus,PARN,-6.68,6.43,-1.76,989
Parvicellular reticular nucleus,PARN,-6.68,6.59,-1.76,989
Parvicellular reticular nucleus,PARN,-6.68,6.37,-1.69,989
Parvicellular reticular nucleus,PARN,-6.68,6.47,-1.61,989
Parvicellular reticular nucleus,PARN,-6.68,5.86,-1.42,989
Parvicellular reticular nucleus,PARN,-6.68,6.36,-1.42,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,5.73,-1.37,956
Parvicellular reticular nucleus,PARN,-6.68,6.4,-1.37,989
Intermediate reticular nucleus,IRN,-6.68,6.47,-1.31,979
Intermediate reticular nucleus,IRN,-6.68,6.4,-1.29,979
Parvicellular reticular nucleus,PARN,-6.68,5.97,-1.27,989
Medulla,MY,-6.68,6.63,-1.27,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.76,-1.26,993
Intermediate reticular nucleus,IRN,-6.68,6.3,-1.25,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.67,-1.2,993
Intermediate reticular nucleus,IRN,-6.68,6.4,-1.17,979
Intermediate reticular nucleus,IRN,-6.68,6.48,-1.16,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.69,-1.16,993
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.83,-1.14,983
Intermediate reticular nucleus,IRN,-6.68,6.17,-1.11,979
Intermediate reticular nucleus,IRN,-6.68,6.3,-1.08,979
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.62,-1.08,983
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.73,-1.07,983
Nucleus of the solitary tract,NTS,-6.68,5.28,-1.05,949
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.99,-1.05,983
Intermediate reticular nucleus,IRN,-6.68,6.11,-1.04,979
Intermediate reticular nucleus,IRN,-6.68,6.35,-1.03,979
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.6,-1.03,983
Intermediate reticular nucleus,IRN,-6.68,6.45,-1,979
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.62,-0.99,983
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.83,-1,983
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.72,-0.99,983
Intermediate reticular nucleus,IRN,-6.68,6.52,-0.97,979
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.8,-0.92,983
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.6,-0.9,983
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.73,-0.89,983
Intermediate reticular nucleus,IRN,-6.68,5.77,-0.87,979
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.63,-0.85,983
Lateral reticular nucleus magnocellular part,LRNm,-6.68,7,-0.86,983
Intermediate reticular nucleus,IRN,-6.68,5.96,-0.85,979
Medulla,MY,-6.68,7.06,-0.85,936
Nucleus of the solitary tract,NTS,-6.68,5.3,-0.82,949
Medulla,MY,-6.68,7.17,-0.82,936
Nucleus of the solitary tract,NTS,-6.68,5.35,-0.8,949
Nucleus of the solitary tract,NTS,-6.68,5.4,-0.81,949
Gigantocellular reticular nucleus,GRN,-6.68,6.57,-0.8,976
Gigantocellular reticular nucleus,GRN,-6.68,6.52,-0.78,976
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.65,-0.78,983
Gigantocellular reticular nucleus,GRN,-6.68,6.42,-0.75,976
Intermediate reticular nucleus,IRN,-6.68,5.56,-0.72,979
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.67,-0.72,983
Gigantocellular reticular nucleus,GRN,-6.68,6.41,-0.71,976
Gigantocellular reticular nucleus,GRN,-6.68,6.91,-0.71,976
Gigantocellular reticular nucleus,GRN,-6.68,6.47,-0.68,976
Gigantocellular reticular nucleus,GRN,-6.68,6.88,-0.69,976
Medulla,MY,-6.68,7.13,-0.69,936
Gigantocellular reticular nucleus,GRN,-6.68,6.55,-0.66,976
Gigantocellular reticular nucleus,GRN,-6.68,6.42,-0.65,976
Gigantocellular reticular nucleus,GRN,-6.68,6.62,-0.64,976
Medulla,MY,-6.68,5.43,-0.61,936
Gigantocellular reticular nucleus,GRN,-6.68,6.2,-0.61,976
Gigantocellular reticular nucleus,GRN,-6.68,6.4,-0.56,976
Gigantocellular reticular nucleus,GRN,-6.68,6.24,-0.39,976
Gigantocellular reticular nucleus,GRN,-6.68,6.22,-0.25,976
Gigantocellular reticular nucleus,GRN,-6.68,6.41,-0.22,976
Gigantocellular reticular nucleus,GRN,-6.68,6.13,-0.2,976
Gigantocellular reticular nucleus,GRN,-6.68,6.36,-0.15,976
Gigantocellular reticular nucleus,GRN,-6.68,6.25,-0.13,976
Medulla,MY,-6.68,6.74,0.01,936
Nucleus raphe pallidus,RPA,-6.68,7.16,0.02,1013
Inferior olivary complex,IO,-6.68,6.86,0.04,978
Gigantocellular reticular nucleus,GRN,-6.68,6.51,0.26,976
Gigantocellular reticular nucleus,GRN,-6.68,6.62,0.37,976
Gigantocellular reticular nucleus,GRN,-6.68,6.08,0.47,976
Gigantocellular reticular nucleus,GRN,-6.68,6.62,0.5,976
Intermediate reticular nucleus,IRN,-6.68,5.72,0.51,979
Intermediate reticular nucleus,IRN,-6.68,5.53,0.61,979
Gigantocellular reticular nucleus,GRN,-6.68,6.91,0.61,976
Intermediate reticular nucleus,IRN,-6.68,5.54,0.66,979
Intermediate reticular nucleus,IRN,-6.68,5.67,0.69,979
Intermediate reticular nucleus,IRN,-6.68,6.15,0.75,979
Medulla,MY,-6.68,6.97,0.77,936
Medulla,MY,-6.68,7.15,0.8,936
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.71,0.83,983
Inferior olivary complex,IO,-6.68,7.27,0.88,978
Lateral reticular nucleus magnocellular part,LRNm,-6.68,7.02,0.96,983
Intermediate reticular nucleus,IRN,-6.68,5.91,0.97,979
Intermediate reticular nucleus,IRN,-6.68,6.44,1.13,979
Intermediate reticular nucleus,IRN,-6.68,6.61,1.17,979
Parvicellular reticular nucleus,PARN,-6.68,5.86,1.18,989
Intermediate reticular nucleus,IRN,-6.68,6.41,1.18,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.73,1.23,993
Spinal vestibular nucleus,SPIV,-6.68,4.86,1.33,1005
Linear nucleus of the medulla,LIN,-6.68,6.46,1.48,981
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.76,6.22,-2.36,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.76,5.74,-2.26,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.76,5.87,-2.23,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.76,5.8,-2.12,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.76,6.24,-2.02,956
Parvicellular reticular nucleus,PARN,-6.76,6.6,-1.8,989
Parvicellular reticular nucleus,PARN,-6.76,6.69,-1.77,989
Parvicellular reticular nucleus,PARN,-6.76,6.27,-1.76,989
Parvicellular reticular nucleus,PARN,-6.76,6.75,-1.76,989
Parvicellular reticular nucleus,PARN,-6.76,6.29,-1.72,989
Parvicellular reticular nucleus,PARN,-6.76,6.67,-1.71,989
Parvicellular reticular nucleus,PARN,-6.76,6.41,-1.7,989
Parvicellular reticular nucleus,PARN,-6.76,6.73,-1.7,989
Parvicellular reticular nucleus,PARN,-6.76,6.4,-1.62,989
Parvicellular reticular nucleus,PARN,-6.76,6.18,-1.6,989
Parvicellular reticular nucleus,PARN,-6.76,6.44,-1.6,989
Parvicellular reticular nucleus,PARN,-6.76,6.1,-1.59,989
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.85,-1.57,983
Parvicellular reticular nucleus,PARN,-6.76,6.04,-1.55,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.76,6.83,-1.42,993
Parvicellular reticular nucleus,PARN,-6.76,6.34,-1.4,989
