name,acronym,AP_location,DV_location,ML_location,avIndex
Red nucleus,RN,-3.08,4.45,-1.08,854
Red nucleus,RN,-3.08,4.24,-0.84,854
Midbrain reticular nucleus,MRN,-3.08,3.52,-0.45,827
Interstitial nucleus of Cajal,INC,-3.08,3.91,-0.42,841
Midbrain reticular nucleus,MRN,-3.08,4.1,-0.38,827
Red nucleus,RN,-3.08,4.6,0.56,854
Red nucleus,RN,-3.08,4.3,0.73,854
Red nucleus,RN,-3.08,4.67,0.74,854
Superior colliculus motor related intermediate white layer,SCiw,-3.08,2.97,1.07,834
Superior colliculus motor related intermediate white layer,SCiw,-3.08,2.92,1.1,834
Superior colliculus motor related intermediate gray layer,SCig,-3.08,3.02,1.73,835
Midbrain reticular nucleus,MRN,-3.16,3.72,-1.12,827
Midbrain reticular nucleus,MRN,-3.16,3.62,-0.79,827
Midbrain reticular nucleus,MRN,-3.16,3.79,-0.72,827
Nucleus of Darkschewitsch,ND,-3.16,3.89,-0.17,842
Midbrain reticular nucleus,MRN,-3.16,4.07,0.44,827
Red nucleus,RN,-3.16,4.29,0.61,854
Superior colliculus motor related deep gray layer,SCdg,-3.16,2.89,0.63,832
Red nucleus,RN,-3.16,4.45,0.64,854
Red nucleus,RN,-3.16,4.53,0.64,854
Midbrain,MB,-3.16,3.12,0.65,807
Red nucleus,RN,-3.16,4.34,0.67,854
Superior colliculus motor related intermediate white layer,SCiw,-3.16,2.5,0.72,834
Midbrain,MB,-3.16,2.98,0.74,807
Superior colliculus motor related intermediate white layer,SCiw,-3.16,2.82,0.85,834
Superior colliculus motor related intermediate white layer,SCiw,-3.16,2.62,0.95,834
Superior colliculus motor related intermediate gray layer,SCig,-3.16,3.14,1.5,835
Superior colliculus motor related intermediate white layer,SCiw,-3.24,2.73,-1.07,834
Red nucleus,RN,-3.24,4.2,-0.73,854
Superior colliculus motor related intermediate white layer,SCiw,-3.24,2.45,-0.64,834
Midbrain reticular nucleus,MRN,-3.24,3.99,-0.57,827
Midbrain reticular nucleus,MRN,-3.24,3.69,-0.55,827
Midbrain reticular nucleus,MRN,-3.24,4.04,-0.49,827
Superior colliculus motor related intermediate gray layer,SCig,-3.24,2.2,-0.45,835
Periaqueductal gray,PAG,-3.24,3.44,-0.4,839
Nucleus of Darkschewitsch,ND,-3.24,3.84,-0.18,842
Midbrain reticular nucleus,MRN,-3.24,3.99,0.36,827
Midbrain reticular nucleus,MRN,-3.24,4.1,0.4,827
Red nucleus,RN,-3.24,4.42,0.51,854
Red nucleus,RN,-3.24,4.19,0.53,854
Red nucleus,RN,-3.24,4.6,0.61,854
Red nucleus,RN,-3.24,4.23,0.62,854
Red nucleus,RN,-3.24,4.49,0.64,854
Red nucleus,RN,-3.24,4.3,0.64,854
Superior colliculus motor related intermediate white layer,SCiw,-3.24,2.58,0.74,834
Superior colliculus motor related deep gray layer,SCdg,-3.24,3,0.75,832
Midbrain reticular nucleus,MRN,-3.24,3.56,0.8,827
Superior colliculus motor related intermediate white layer,SCiw,-3.24,2.61,0.82,834
Red nucleus,RN,-3.24,4.34,0.83,854
Midbrain,MB,-3.24,3.14,0.89,807
Red nucleus,RN,-3.24,4.18,0.89,854
Superior colliculus motor related intermediate white layer,SCiw,-3.24,2.95,0.94,834
Superior colliculus motor related intermediate white layer,SCiw,-3.24,3.09,0.96,834
Red nucleus,RN,-3.24,4.22,0.96,854
Red nucleus,RN,-3.24,4.34,1,854
Superior colliculus motor related intermediate white layer,SCiw,-3.24,2.52,1.05,834
Superior colliculus motor related intermediate white layer,SCiw,-3.24,3.18,1.06,834
Superior colliculus motor related intermediate white layer,SCiw,-3.24,3.02,1.09,834
Superior colliculus motor related intermediate white layer,SCiw,-3.24,3.03,1.14,834
Midbrain,MB,-3.24,3.5,1.37,807
Superior colliculus motor related intermediate white layer,SCiw,-3.32,2.93,-1.1,834
Midbrain reticular nucleus,MRN,-3.32,3.93,-0.48,827
Midbrain reticular nucleus,MRN,-3.32,3.99,-0.43,827
Superior colliculus motor related deep gray layer,SCdg,-3.32,2.49,-0.36,832
Midbrain reticular nucleus,MRN,-3.32,4.02,-0.31,827
Midbrain reticular nucleus,MRN,-3.32,4.05,-0.23,827
Midbrain reticular nucleus,MRN,-3.32,4.2,0.34,827
Red nucleus,RN,-3.32,4.46,0.35,854
Red nucleus,RN,-3.32,4.36,0.42,854
Midbrain reticular nucleus,MRN,-3.32,4.1,0.43,827
Red nucleus,RN,-3.32,4.19,0.48,854
Red nucleus,RN,-3.32,4.41,0.5,854
Red nucleus,RN,-3.32,4.33,0.52,854
Red nucleus,RN,-3.32,4.71,0.61,854
Superior colliculus motor related deep white layer,SCdw,-3.32,2.82,0.66,833
Red nucleus,RN,-3.32,4.07,0.66,854
Red nucleus,RN,-3.32,4.4,0.67,854
Red nucleus,RN,-3.32,4.21,0.75,854
Superior colliculus motor related intermediate white layer,SCiw,-3.32,2.34,0.81,834
Midbrain reticular nucleus,MRN,-3.32,3.44,0.8,827
Red nucleus,RN,-3.32,4.29,0.85,854
Superior colliculus motor related intermediate white layer,SCiw,-3.32,2.77,0.88,834
Superior colliculus motor related deep gray layer,SCdg,-3.32,3.06,0.94,832
Red nucleus,RN,-3.32,4.17,1.03,854
Superior colliculus motor related intermediate white layer,SCiw,-3.32,3.13,1.05,834
Superior colliculus motor related intermediate white layer,SCiw,-3.32,2.91,1.1,834
Superior colliculus motor related intermediate white layer,SCiw,-3.32,3.19,1.14,834
Midbrain reticular nucleus,MRN,-3.4,3.79,-0.87,827
Midbrain reticular nucleus,MRN,-3.4,4.1,-0.31,827
Midbrain reticular nucleus,MRN,-3.4,4.05,0.4,827
Midbrain reticular nucleus,MRN,-3.4,3.99,0.4,827
Midbrain reticular nucleus,MRN,-3.4,4.09,0.42,827
Red nucleus,RN,-3.4,4.27,0.42,854
Red nucleus,RN,-3.4,4.13,0.46,854
Midbrain reticular nucleus,MRN,-3.4,4.03,0.52,827
Red nucleus,RN,-3.4,4.1,0.55,854
Red nucleus,RN,-3.4,4.23,0.57,854
Red nucleus,RN,-3.4,4.23,0.65,854
Red nucleus,RN,-3.4,4.27,0.64,854
Periaqueductal gray,PAG,-3.4,2.97,0.69,839
Red nucleus,RN,-3.4,4.32,0.71,854
Red nucleus,RN,-3.4,3.95,0.72,854
Red nucleus,RN,-3.4,4.63,0.75,854
Red nucleus,RN,-3.4,4.55,0.84,854
Red nucleus,RN,-3.4,4.2,0.87,854
Red nucleus,RN,-3.4,4.33,0.99,854
Superior colliculus motor related deep gray layer,SCdg,-3.4,3.13,1.07,832
Midbrain,MB,-3.4,3.32,1.09,807
Superior colliculus motor related intermediate white layer,SCiw,-3.4,2.98,1.16,834
Superior colliculus motor related intermediate white layer,SCiw,-3.4,3.07,1.2,834
Midbrain reticular nucleus,MRN,-3.48,3.54,-1.15,827
Superior colliculus motor related intermediate white layer,SCiw,-3.48,2.3,-0.96,834
Central linear nucleus raphe,CLI,-3.48,4.71,-0.15,881
Midbrain reticular nucleus,MRN,-3.48,3.96,0.45,827
Midbrain reticular nucleus,MRN,-3.48,3.82,0.49,827
Red nucleus,RN,-3.48,4.1,0.48,854
Red nucleus,RN,-3.48,4.32,0.7,854
Red nucleus,RN,-3.48,4.07,0.8,854
Midbrain reticular nucleus,MRN,-3.48,3.91,0.81,827
Red nucleus,RN,-3.48,4.02,0.84,854
Midbrain reticular nucleus,MRN,-3.48,3.83,0.86,827
Red nucleus,RN,-3.48,4.12,0.9,854
Red nucleus,RN,-3.48,4.21,0.9,854
Red nucleus,RN,-3.48,4.4,1.01,854
Superior colliculus motor related deep gray layer,SCdg,-3.48,2.83,1.03,832
Midbrain reticular nucleus,MRN,-3.48,3.99,1.08,827
Superior colliculus motor related intermediate white layer,SCiw,-3.48,2.9,1.36,834
Superior colliculus motor related intermediate white layer,SCiw,-3.48,2.91,1.42,834
Superior colliculus motor related intermediate white layer,SCiw,-3.56,2.95,-1.3,834
Midbrain reticular nucleus,MRN,-3.56,3.61,-0.9,827
Red nucleus,RN,-3.56,4.07,-0.72,854
Midbrain reticular nucleus,MRN,-3.56,3.72,-0.68,827
Midbrain reticular nucleus,MRN,-3.56,4.12,0.36,827
Midbrain reticular nucleus,MRN,-3.56,3.99,0.6,827
Periaqueductal gray,PAG,-3.56,2.87,0.66,839
Red nucleus,RN,-3.56,4.3,0.68,854
Red nucleus,RN,-3.56,4.27,0.73,854
Superior colliculus motor related intermediate white layer,SCiw,-3.56,2.17,0.88,834
Midbrain reticular nucleus,MRN,-3.56,4.21,1.21,827
Superior colliculus motor related deep gray layer,SCdg,-3.56,3.11,1.31,832
Superior colliculus motor related intermediate white layer,SCiw,-3.56,2.92,1.33,834
Superior colliculus motor related intermediate white layer,SCiw,-3.56,2.98,1.35,834
Superior colliculus motor related deep gray layer,SCdg,-3.64,2.69,-1.05,832
Superior colliculus motor related deep gray layer,SCdg,-3.64,2.79,-0.92,832
Periaqueductal gray,PAG,-3.64,3.5,-0.45,839
Periaqueductal gray,PAG,-3.64,2.72,-0.13,839
Central linear nucleus raphe,CLI,-3.64,4.55,0.1,881
Central linear nucleus raphe,CLI,-3.64,4.5,0.12,881
Midbrain reticular nucleus,MRN,-3.64,3.9,0.32,827
Periaqueductal gray,PAG,-3.64,3.62,0.45,839
Midbrain reticular nucleus,MRN,-3.64,3.94,0.6,827
Midbrain reticular nucleus,MRN,-3.64,3.75,0.7,827
Superior colliculus motor related deep gray layer,SCdg,-3.64,2.46,0.71,832
Superior colliculus motor related intermediate white layer,SCiw,-3.64,2.05,0.85,834
Red nucleus,RN,-3.64,4.18,0.95,854
Superior colliculus motor related deep gray layer,SCdg,-3.64,3.09,1.2,832
Superior colliculus motor related intermediate white layer,SCiw,-3.64,2.87,1.45,834
Midbrain reticular nucleus,MRN,-3.72,3.52,-1.18,827
Midbrain reticular nucleus,MRN,-3.72,4.01,-0.9,827
Midbrain reticular nucleus,MRN,-3.72,3.75,-0.63,827
Superior colliculus motor related deep gray layer,SCdg,-3.72,2.25,-0.59,832
Midbrain reticular nucleus,MRN,-3.72,3.83,-0.51,827
mammillotegmental tract,mtg,-3.72,4.25,0.16,1281
Midbrain reticular nucleus,MRN,-3.72,3.91,0.28,827
Midbrain,MB,-3.72,3.75,0.29,807
Midbrain reticular nucleus,MRN,-3.72,3.76,0.39,827
Midbrain reticular nucleus,MRN,-3.72,3.93,0.41,827
Midbrain reticular nucleus,MRN,-3.72,3.95,0.75,827
Superior colliculus motor related intermediate white layer,SCiw,-3.72,2.18,0.91,834
Superior colliculus motor related deep gray layer,SCdg,-3.72,2.95,1.17,832
Superior colliculus motor related intermediate white layer,SCiw,-3.72,2.7,1.37,834
Superior colliculus motor related intermediate white layer,SCiw,-3.8,2.73,-1.64,834
Superior colliculus motor related deep gray layer,SCdg,-3.8,2.78,-1.17,832
Midbrain reticular nucleus,MRN,-3.8,3.7,-1.11,827
Periaqueductal gray,PAG,-3.8,3.27,-0.43,839
Periaqueductal gray,PAG,-3.8,3.72,-0.3,839
Midbrain,MB,-3.8,3.73,0.31,807
Midbrain reticular nucleus,MRN,-3.8,3.87,0.35,827
Superior colliculus motor related intermediate white layer,SCiw,-3.8,2.37,1.05,834
Superior colliculus motor related intermediate white layer,SCiw,-3.8,2.58,1.52,834
Superior colliculus motor related deep gray layer,SCdg,-3.88,3.01,-1.18,832
Midbrain reticular nucleus,MRN,-3.88,3.32,-0.89,827
Midbrain,MB,-3.88,3.73,-0.35,807
Midbrain,MB,-3.88,3.76,0.34,807
Midbrain reticular nucleus,MRN,-3.88,4.1,0.4,827
Midbrain reticular nucleus,MRN,-3.88,4.11,0.55,827
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2,0.91,834
Midbrain reticular nucleus,MRN,-3.88,4.1,1.14,827
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2.4,1.18,834
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2.43,1.29,834
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2.21,1.32,834
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2.27,1.35,834
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2.35,1.42,834
Superior colliculus motor related intermediate white layer,SCiw,-3.88,2.52,1.54,834
Midbrain reticular nucleus,MRN,-3.96,3.8,-1.3,827
Midbrain reticular nucleus,MRN,-3.96,3.99,-0.59,827
Oculomotor nucleus,III,-3.96,3.73,0.22,855
Midbrain reticular nucleus,MRN,-3.96,3.16,1.12,827
Superior colliculus motor related deep gray layer,SCdg,-3.96,2.82,1.16,832
Midbrain reticular nucleus,MRN,-3.96,3.18,1.16,827
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.32,1.19,834
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.4,1.22,834
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.44,1.48,834
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.42,1.53,834
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.52,1.53,834
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.57,1.55,834
Superior colliculus motor related intermediate white layer,SCiw,-3.96,2.66,1.59,834
Nucleus sagulum,SAG,-3.96,3.8,1.81,818
Periaqueductal gray,PAG,-4.04,3.53,-0.71,839
Periaqueductal gray,PAG,-4.04,3.72,-0.47,839
Superior colliculus motor related intermediate white layer,SCiw,-4.04,2.27,1.21,834
Midbrain reticular nucleus,MRN,-4.04,3.6,1.27,827
Pedunculopontine nucleus,PPN,-4.04,4.31,1.4,868
Superior colliculus motor related intermediate white layer,SCiw,-4.04,2.66,1.56,834
Superior colliculus motor related intermediate white layer,SCiw,-4.04,2.5,1.57,834
Superior colliculus motor related intermediate white layer,SCiw,-4.04,2.59,1.58,834
Dorsal nucleus raphe,DR,-4.12,3.62,-0.01,882
Midbrain,MB,-4.12,3.84,0.26,807
Superior colliculus motor related intermediate white layer,SCiw,-4.12,2.36,1.29,834
Superior colliculus motor related intermediate white layer,SCiw,-4.12,2.24,1.39,834
Dorsal nucleus raphe,DR,-4.2,3.5,0,882
Dorsal nucleus raphe,DR,-4.2,3.59,0,882
Pontine reticular nucleus,PRNr,-4.2,4.96,0.91,932
Superior colliculus motor related intermediate white layer,SCiw,-4.2,2.41,1.39,834
Superior colliculus motor related intermediate white layer,SCiw,-4.2,2.23,1.58,834
Pontine reticular nucleus,PRNr,-4.28,5.09,-0.57,932
Dorsal nucleus raphe,DR,-4.28,3.44,-0.11,882
Dorsal nucleus raphe,DR,-4.28,3.4,-0.03,882
Pontine reticular nucleus,PRNr,-4.28,5.03,0.8,932
Pontine reticular nucleus,PRNr,-4.28,5.15,0.89,932
Supratrigeminal nucleus,SUT,-4.36,5.15,-1.82,918
Pons,P,-4.36,5.53,-1.77,884
Pons,P,-4.36,5.2,-1.73,884
Peritrigeminal zone,P5,-4.36,5.29,-1.73,921
Peritrigeminal zone,P5,-4.36,5.52,-1.69,921
Pedunculopontine nucleus,PPN,-4.36,4.2,-1.11,868
Periaqueductal gray,PAG,-4.36,2.83,-0.8,839
Periaqueductal gray,PAG,-4.36,3.61,-0.25,839
Periaqueductal gray,PAG,-4.36,3.79,-0.2,839
Dorsal nucleus raphe,DR,-4.36,3.47,-0.11,882
Pontine reticular nucleus,PRNr,-4.36,5.1,0.82,932
Pontine reticular nucleus,PRNr,-4.36,5.09,1.11,932
Superior colliculus motor related intermediate white layer,SCiw,-4.36,2.26,1.13,834
Principal sensory nucleus of the trigeminal,PSV,-4.44,5.86,-2.01,890
Principal sensory nucleus of the trigeminal,PSV,-4.44,5.49,-1.96,890
Pons,P,-4.44,5.25,-1.94,884
Pons,P,-4.44,5.48,-1.91,884
Pons,P,-4.44,5.38,-1.9,884
Pons,P,-4.44,5.56,-1.89,884
Supratrigeminal nucleus,SUT,-4.44,5.11,-1.85,918
Pons,P,-4.44,5.37,-1.86,884
Motor nucleus of trigeminal,V,-4.44,5.3,-1.83,920
Supratrigeminal nucleus,SUT,-4.44,5.02,-1.74,918
Motor nucleus of trigeminal,V,-4.44,5.16,-1.71,920
Motor nucleus of trigeminal,V,-4.44,5.34,-1.71,920
Motor nucleus of trigeminal,V,-4.44,5.4,-1.7,920
Motor nucleus of trigeminal,V,-4.44,5.53,-1.69,920
Supratrigeminal nucleus,SUT,-4.44,4.94,-1.68,918
Peritrigeminal zone,P5,-4.44,5.73,-1.67,921
Supratrigeminal nucleus,SUT,-4.44,5.01,-1.64,918
Supratrigeminal nucleus,SUT,-4.44,5.09,-1.39,918
Pontine reticular nucleus,PRNr,-4.44,5.73,-1.02,932
Pontine reticular nucleus,PRNr,-4.44,4.65,-0.95,932
Dorsal nucleus raphe,DR,-4.44,3.48,-0.04,882
Dorsal nucleus raphe,DR,-4.44,4.14,-0.02,882
Dorsal nucleus raphe,DR,-4.44,3.55,0.08,882
Pontine reticular nucleus,PRNr,-4.44,5.48,0.75,932
Pontine reticular nucleus,PRNr,-4.44,5.33,0.86,932
Pontine reticular nucleus,PRNr,-4.44,5.32,1.01,932
Pontine reticular nucleus,PRNr,-4.44,5,1.03,932
Pontine reticular nucleus,PRNr,-4.44,5.17,1.06,932
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.48,-2.15,890
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.38,-2.09,890
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.24,-2.06,890
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.07,-2.05,890
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.18,-2.03,890
Pons,P,-4.52,5.06,-1.99,884
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.44,-2,890
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.34,-1.99,890
Pons,P,-4.52,5.2,-1.97,884
Pons,P,-4.52,5.28,-1.96,884
Pons,P,-4.52,4.99,-1.97,884
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.39,-1.95,890
Principal sensory nucleus of the trigeminal,PSV,-4.52,5.53,-1.94,890
Parabrachial nucleus,PB,-4.52,4.78,-1.91,891
Supratrigeminal nucleus,SUT,-4.52,5.09,-1.9,918
Supratrigeminal nucleus,SUT,-4.52,4.92,-1.85,918
Supratrigeminal nucleus,SUT,-4.52,5.02,-1.85,918
Parabrachial nucleus,PB,-4.52,4.76,-1.83,891
Supratrigeminal nucleus,SUT,-4.52,4.85,-1.84,918
Supratrigeminal nucleus,SUT,-4.52,4.98,-1.81,918
Supratrigeminal nucleus,SUT,-4.52,5.09,-1.81,918
Motor nucleus of trigeminal,V,-4.52,5.22,-1.81,920
Motor nucleus of trigeminal,V,-4.52,5.13,-1.8,920
Parabrachial nucleus,PB,-4.52,4.74,-1.77,891
Motor nucleus of trigeminal,V,-4.52,5.11,-1.75,920
Pons,P,-4.52,5.89,-1.69,884
Supratrigeminal nucleus,SUT,-4.52,4.87,-1.68,918
Supratrigeminal nucleus,SUT,-4.52,4.92,-1.68,918
Supratrigeminal nucleus,SUT,-4.52,5.03,-1.68,918
Parabrachial nucleus,PB,-4.52,4.78,-1.67,891
Supratrigeminal nucleus,SUT,-4.52,4.96,-1.66,918
Supratrigeminal nucleus,SUT,-4.52,4.81,-1.63,918
Supratrigeminal nucleus,SUT,-4.52,4.86,-1.63,918
Supratrigeminal nucleus,SUT,-4.52,5.04,-1.61,918
Parabrachial nucleus,PB,-4.52,4.77,-1.59,891
Supratrigeminal nucleus,SUT,-4.52,4.82,-1.55,918
Supratrigeminal nucleus,SUT,-4.52,4.95,-1.52,918
Supratrigeminal nucleus,SUT,-4.52,4.79,-1.47,918
Supratrigeminal nucleus,SUT,-4.52,4.73,-1.36,918
Pontine reticular nucleus caudal part,PRNc,-4.52,5.9,-1.31,914
Pontine reticular nucleus,PRNr,-4.52,4.75,-0.81,932
Pontine reticular nucleus,PRNr,-4.52,4.78,-0.75,932
Periaqueductal gray,PAG,-4.52,3.7,-0.63,839
Midbrain reticular nucleus,MRN,-4.52,4.64,-0.62,827
Pontine reticular nucleus,PRNr,-4.52,4.83,-0.52,932
Pons,P,-4.52,5.9,-0.18,884
Dorsal nucleus raphe,DR,-4.52,3.55,-0.09,882
Pontine reticular nucleus,PRNr,-4.52,5.47,0.73,932
Pontine reticular nucleus,PRNr,-4.52,5.14,0.77,932
Pontine reticular nucleus,PRNr,-4.52,5.1,0.92,932
Pontine reticular nucleus,PRNr,-4.52,5.14,1.01,932
Pontine reticular nucleus,PRNr,-4.52,5.23,1.05,932
Pontine reticular nucleus,PRNr,-4.52,4.91,1.16,932
Principal sensory nucleus of the trigeminal,PSV,-4.6,4.99,-2.11,890
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.09,-2.08,890
Koelliker-Fuse subnucleus,KF,-4.6,4.92,-2.06,892
Parabrachial nucleus,PB,-4.6,4.63,-2.04,891
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.2,-2.04,890
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.74,-2.04,890
Koelliker-Fuse subnucleus,KF,-4.6,4.79,-2.04,892
Koelliker-Fuse subnucleus,KF,-4.6,4.87,-1.98,892
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.25,-2.01,890
Parabrachial nucleus,PB,-4.6,4.75,-2.01,891
Pons,P,-4.6,5,-2,884
Parabrachial nucleus,PB,-4.6,4.61,-1.99,891
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.29,-1.99,890
Parabrachial nucleus,PB,-4.6,4.69,-1.99,891
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.4,-1.98,890
Parabrachial nucleus,PB,-4.6,4.71,-1.94,891
Pons,P,-4.6,5.22,-1.96,884
Parabrachial nucleus,PB,-4.6,4.58,-1.96,891
Koelliker-Fuse subnucleus,KF,-4.6,4.81,-1.95,892
Pons,P,-4.6,4.96,-1.95,884
Parabrachial nucleus,PB,-4.6,4.76,-1.94,891
Pons,P,-4.6,5.12,-1.95,884
Pons,P,-4.6,5.34,-1.93,884
Parabrachial nucleus,PB,-4.6,4.49,-1.91,891
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.57,-1.92,890
Parabrachial nucleus,PB,-4.6,4.6,-1.89,891
Parvicellular motor 5 nucleus,PC5,-4.6,5.21,-1.87,923
Parabrachial nucleus,PB,-4.6,4.55,-1.88,891
Pons,P,-4.6,5.54,-1.87,884
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.73,-1.87,890
Parvicellular motor 5 nucleus,PC5,-4.6,5.27,-1.85,923
Principal sensory nucleus of the trigeminal,PSV,-4.6,5.78,-1.85,890
Supratrigeminal nucleus,SUT,-4.6,5.01,-1.84,918
Pons,P,-4.6,5.6,-1.84,884
Parabrachial nucleus,PB,-4.6,4.73,-1.83,891
Parabrachial nucleus,PB,-4.6,4.54,-1.82,891
Parabrachial nucleus,PB,-4.6,4.63,-1.8,891
Parabrachial nucleus,PB,-4.6,4.67,-1.78,891
Motor nucleus of trigeminal,V,-4.6,5.06,-1.74,920
Parabrachial nucleus,PB,-4.6,4.7,-1.73,891
Supratrigeminal nucleus,SUT,-4.6,4.9,-1.72,918
Motor nucleus of trigeminal,V,-4.6,5.1,-1.71,920
Parabrachial nucleus,PB,-4.6,4.69,-1.68,891
Parabrachial nucleus,PB,-4.6,4.63,-1.65,891
Motor nucleus of trigeminal,V,-4.6,5.69,-1.64,920
Parabrachial nucleus,PB,-4.6,4.7,-1.5,891
Supratrigeminal nucleus,SUT,-4.6,4.97,-1.49,918
Supratrigeminal nucleus,SUT,-4.6,4.83,-1.34,918
Midbrain,MB,-4.6,2.63,-1.08,807
Pontine reticular nucleus,PRNr,-4.6,4.92,-0.9,932
Midbrain reticular nucleus,MRN,-4.6,4.58,-0.82,827
Pontine reticular nucleus,PRNr,-4.6,4.95,-0.8,932
Midbrain reticular nucleus,MRN,-4.6,3.93,-0.7,827
Periaqueductal gray,PAG,-4.6,3.59,-0.21,839
Nucleus raphe magnus,RM,-4.6,6.2,0.01,1012
Periaqueductal gray,PAG,-4.6,3.6,0.25,839
Periaqueductal gray,PAG,-4.6,3.71,0.52,839
Periaqueductal gray,PAG,-4.6,3.78,0.6,839
Pontine reticular nucleus caudal part,PRNc,-4.6,5.99,0.82,914
Pontine reticular nucleus,PRNr,-4.6,5,0.93,932
Pons,P,-4.6,4.61,1.09,884
lateral lemniscus,ll,-4.6,6.16,1.28,1141
Supratrigeminal nucleus,SUT,-4.6,5,1.53,918
Koelliker-Fuse subnucleus,KF,-4.68,4.88,-2.13,892
Koelliker-Fuse subnucleus,KF,-4.68,4.83,-2.07,892
Koelliker-Fuse subnucleus,KF,-4.68,4.78,-2.08,892
Principal sensory nucleus of the trigeminal,PSV,-4.68,4.93,-2.06,890
Koelliker-Fuse subnucleus,KF,-4.68,4.69,-2,892
Koelliker-Fuse subnucleus,KF,-4.68,4.88,-2.01,892
Koelliker-Fuse subnucleus,KF,-4.68,4.81,-1.98,892
Koelliker-Fuse subnucleus,KF,-4.68,4.96,-1.98,892
Parabrachial nucleus,PB,-4.68,4.59,-1.96,891
Parabrachial nucleus,PB,-4.68,4.64,-1.95,891
Pons,P,-4.68,4.98,-1.94,884
Koelliker-Fuse subnucleus,KF,-4.68,4.89,-1.92,892
Parabrachial nucleus,PB,-4.68,4.53,-1.87,891
Parabrachial nucleus,PB,-4.68,4.61,-1.92,891
Koelliker-Fuse subnucleus,KF,-4.68,4.86,-1.88,892
Supratrigeminal nucleus,SUT,-4.68,4.94,-1.89,918
Pons,P,-4.68,5.53,-1.89,884
Parabrachial nucleus,PB,-4.68,4.46,-1.87,891
Parabrachial nucleus,PB,-4.68,4.6,-1.83,891
Parabrachial nucleus,PB,-4.68,4.68,-1.82,891
Supratrigeminal nucleus,SUT,-4.68,5.05,-1.83,918
Parabrachial nucleus,PB,-4.68,4.77,-1.81,891
Principal sensory nucleus of the trigeminal,PSV,-4.68,5.87,-1.82,890
Parabrachial nucleus,PB,-4.68,4.55,-1.79,891
Principal sensory nucleus of the trigeminal,PSV,-4.68,6.01,-1.79,890
Parabrachial nucleus,PB,-4.68,4.63,-1.76,891
Parabrachial nucleus,PB,-4.68,4.45,-1.73,891
Motor nucleus of trigeminal,V,-4.68,5.75,-1.65,920
Parvicellular motor 5 nucleus,PC5,-4.68,5.93,-1.63,923
Superior olivary complex lateral part,SOCl,-4.68,6.65,-1.61,906
Supratrigeminal nucleus,SUT,-4.68,4.78,-1.44,918
Peritrigeminal zone,P5,-4.68,5.21,-1.42,921
Supratrigeminal nucleus,SUT,-4.68,4.82,-1.21,918
lateral lemniscus,ll,-4.68,6.4,-1.14,1141
Pontine reticular nucleus,PRNr,-4.68,4.74,-0.83,932
Pontine reticular nucleus,PRNr,-4.68,4.93,-0.79,932
Pontine reticular nucleus,PRNr,-4.68,4.79,-0.78,932
Pontine reticular nucleus,PRNr,-4.68,4.85,-0.74,932
Midbrain reticular nucleus,MRN,-4.68,4.31,-0.71,827
Midbrain reticular nucleus,MRN,-4.68,4.53,-0.69,827
Pontine reticular nucleus caudal part,PRNc,-4.68,5.97,0.56,914
Midbrain,MB,-4.68,3.82,0.83,807
Pontine reticular nucleus caudal part,PRNc,-4.68,6.3,1.04,914
Pons,P,-4.68,4.65,1.07,884
Peritrigeminal zone,P5,-4.68,5.12,1.14,921
Pontine reticular nucleus caudal part,PRNc,-4.68,6.07,1.2,914
Pons,P,-4.68,4.53,1.24,884
Supratrigeminal nucleus,SUT,-4.68,4.81,1.58,918
Supratrigeminal nucleus,SUT,-4.68,4.78,1.78,918
ventral spinocerebellar tract,sctv,-4.76,4.48,-2.09,1179
Koelliker-Fuse subnucleus,KF,-4.76,4.71,-2.08,892
Koelliker-Fuse subnucleus,KF,-4.76,4.78,-2.08,892
Parabrachial nucleus,PB,-4.76,4.54,-1.98,891
